Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 22500, 16500, 36.3636, 6000, 5.62264, 4.80293, 25595.7
flow-3, 24000, 18000, 33.3333, 6000, 5.58787, 5.1942, 25819.3
flow-2, 24000, 18000, 33.3333, 6000, 5.98162, 5.08356, 26381.2
