Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.2426
conn2, flow1_conn2, 20.6183
conn3, flow1_conn3, 21.5052
conn4, flow1_conn4, 26.3155
conn5, flow1_conn5, 19.6848
