Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.5029, 20.8766, 356887

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9237, 19.3434, 385174

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.0195, 19.4364, 383331

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.3681, 19.7748, 376771

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.2675, 20.4495, 364341
