Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 21000, 16500, 27.2727, 4500, 5.33778, 4.98923, 24640
flow-3, 24000, 18000, 33.3333, 6000, 5.34584, 5.39376, 24864
flow-2, 27000, 18000, 50, 9000, 8.12287, 5.36957, 24976
