Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 1752000, 1747500, 0.257511, 4500, 1.08559, 0.824718, 1.57871e+07
flow-3, 1752000, 1747500, 0.257511, 4500, 1.07112, 0.823754, 1.58056e+07
flow-2, 1753500, 1749000, 0.25729, 4500, 1.10025, 0.823358, 1.58267e+07
