Data Id, Connection Ids, Data Size (bytes), Time Spent (ns), Throughput (Gbps), Start time (ns), Finish time (ns)
huge-send_1--10, host-1--host-6, 10485760, 3.72508e+06, 20.9727, 0, 3.72508e+06
small_2--10, host-2--host-6, 262144, 329658, 5.9247, 100000, 429658
small_3--10, host-3--host-6, 262144, 347500, 5.6205, 100000, 447500
small_4--10, host-4--host-6, 262144, 338780, 5.76517, 100000, 438780
small_5--10, host-5--host-6, 262144, 334308, 5.84229, 100000, 434308
