Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 1752000, 1747500, 0.257511, 4500, 1.15978, 0.845007, 1.5408e+07
flow-3, 1752000, 1747500, 0.257511, 4500, 1.21817, 0.844057, 1.54254e+07
flow-2, 1753500, 1749000, 0.25729, 4500, 1.10682, 0.843684, 1.54454e+07
