Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9474, 19.3664, 384717

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.0123, 20.4003, 365219

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.0191, 19.436, 383339

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 22.9575, 22.0745, 337519

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.2981, 20.6777, 360319
