Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 21000, 16500, 27.2727, 4500, 5.5359, 4.81417, 25536
flow-3, 24000, 18000, 33.3333, 6000, 5.31325, 5.20615, 25760
flow-2, 22500, 18000, 25, 4500, 5.98929, 5.09538, 26320
