Throughput
Capacity, Actual, Utilization, Latency
10, 0, 0, 1000

Ingress buffer of receiver
Maximal size, Average size, Peak size, Packets transmitted, Packets dropped, Drop percent
65536, 667, 1500, 43, 94819738210248, 1

Egress buffer of switch
Maximal size, Average size, Peak size, Packets transmitted, Packets dropped, Drop percent
65536, 667, 1500, 43, 111516417091955, 1
