Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 21.097
conn2, flow1_conn2, 24.3306
conn3, flow1_conn3, 20.7897
conn4, flow1_conn4, 19.6848
conn5, flow1_conn5, 19.9997
