Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.9997
conn2, flow1_conn2, 19.7236
conn3, flow1_conn3, 25.7727
conn4, flow1_conn4, 27.548
conn5, flow1_conn5, 19.6848
