Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.92
conn2, flow1_conn2, 22.1728
conn3, flow1_conn3, 19.6075
conn4, flow1_conn4, 20.0397
conn5, flow1_conn5, 22.1235
