Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 21.3671
conn2, flow1_conn2, 20.3663
conn3, flow1_conn3, 20.0802
conn4, flow1_conn4, 19.6075
conn5, flow1_conn5, 21.2313
