Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.8216, 21.186, 351675

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.1183, 19.5323, 381449

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.7071, 21.0749, 353529

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.6027, 21.9444, 339521

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.1156, 19.3419, 385204
