Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.4915
conn2, flow1_conn2, 19.6068
conn3, flow1_conn3, 20.5758
conn4, flow1_conn4, 21.0967
conn5, flow1_conn5, 20.9201
