Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9474, 19.3664, 384717

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.9697, 20.3589, 365962

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.9809, 23.2824, 320009

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.5936, 19.8016, 376262

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.2512, 19.6614, 378945
