Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.7094, 20.1062, 370561

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.8846, 20.2763, 367452

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.9986, 20.387, 365458

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.9254, 20.1206, 370297

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9376, 19.3569, 384906
