Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.9346, 20.3248, 366576

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.0956, 22.4229, 332275

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.2162, 19.6274, 379601

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9343, 19.3537, 384969

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.1546, 19.3794, 384459
