Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 25.7917, 25.0405, 297541

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9538, 19.3726, 384593

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9803, 19.3983, 384084

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.7167, 19.9199, 374027

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.011, 22.3408, 333497
