Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 21000, 16500, 27.2727, 4500, 5.66694, 4.98862, 24643
flow-3, 22500, 18000, 25, 4500, 5.42185, 5.39311, 24867
flow-2, 22500, 18000, 25, 4500, 6.11003, 5.27392, 25429
