Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.3421
conn2, flow1_conn2, 23.6405
conn3, flow1_conn3, 21.1413
conn4, flow1_conn4, 19.6848
conn5, flow1_conn5, 21.5982
