Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.9203
conn2, flow1_conn2, 20.2426
conn3, flow1_conn3, 19.6848
conn4, flow1_conn4, 19.8412
conn5, flow1_conn5, 19.9598
