Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9468, 19.3659, 384727

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.9814, 22.3121, 333926

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.9986, 20.387, 365458

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 25.242, 24.2712, 306972

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.9089, 20.2999, 367025
