Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 21.9779
conn2, flow1_conn2, 19.6848
conn3, flow1_conn3, 20.2018
conn4, flow1_conn4, 22.5731
conn5, flow1_conn5, 22.4718
