Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.8332
conn2, flow1_conn2, 20.7899
conn3, flow1_conn3, 21.008
conn4, flow1_conn4, 19.6075
conn5, flow1_conn5, 21.6449
