Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 5000000, 5030000, 5000000, 0.6, 30000, 3, 20.029, 19.9095, 1.87111e+06

conn2_flow1, 10000, 5000000, 5030000, 5000000, 0.6, 30000, 3, 20.1507, 20.0306, 1.8598e+06

conn3_flow1, 10000, 5000000, 5030000, 5000000, 0.6, 30000, 3, 20.3437, 20.2224, 1.84216e+06

conn4_flow1, 10000, 5000000, 5040000, 5000000, 0.8, 40000, 4, 20.5211, 20.3582, 1.82987e+06

conn5_flow1, 10000, 5000000, 5030000, 5000000, 0.6, 30000, 3, 19.9872, 19.868, 1.87502e+06
