Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 21.9294
conn2, flow1_conn2, 19.6847
conn3, flow1_conn3, 22.8829
conn4, flow1_conn4, 19.6075
conn5, flow1_conn5, 21.598
