Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.6075
conn2, flow1_conn2, 19.7625
conn3, flow1_conn3, 21.0082
conn4, flow1_conn4, 25.1251
conn5, flow1_conn5, 20.6608
