Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.2426
conn2, flow1_conn2, 21.8816
conn3, flow1_conn3, 19.6848
conn4, flow1_conn4, 25.2521
conn5, flow1_conn5, 25.1252
