Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.3413, 19.7488, 377267

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 27.163, 26.3718, 282520

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9416, 19.3607, 384829

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 23.0593, 22.1724, 336029

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.1719, 19.5843, 380436
