Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.1343, 20.5188, 363110

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9538, 19.3726, 384593

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.4565, 19.8607, 375141

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 22.2217, 21.367, 348695

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 24.5468, 23.8318, 312632
