Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 22500, 16500, 36.3636, 6000, 5.60059, 4.84524, 25372.2
flow-3, 24000, 18000, 33.3333, 6000, 5.58081, 5.23956, 25595.7
flow-2, 24000, 18000, 33.3333, 6000, 6.42943, 5.149, 26045.9
