Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 25.3065, 24.5694, 303246

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.7772, 21.1429, 352392

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.4976, 19.9006, 374390

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.9055, 20.2966, 367085

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.1156, 19.3419, 385204
