Connection id, Sent size (bytes), Delivered size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), CCT (ns)
connection-pod1_host1--pod2_host1, 5242880, 5242880, 3.73983, 2.46677, 1.58355e+07
connection-pod1_host1--pod2_host2, 5242880, 5242880, 3.77305, 2.46869, 1.58232e+07
connection-pod1_host1--pod2_host3, 5242880, 5242880, 4.38182, 2.52965, 1.54419e+07
connection-pod1_host1--pod2_host4, 5242880, 5242880, 2.67679, 2.77227, 1.40904e+07
