Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.1343, 20.5188, 363110

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9538, 19.3726, 384593

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.2156, 19.6268, 379612

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.1809, 20.3663, 365830

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.6161, 20.0156, 372238
