Connection id, Sent size (bytes), Delivered size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), CCT (ns)
connection-pod1_host1--pod2_host1, 5242880, 5242880, 3.82608, 2.46769, 1.58296e+07
connection-pod1_host1--pod2_host2, 5242880, 5242880, 4.38094, 2.52866, 1.54479e+07
connection-pod1_host1--pod2_host3, 5242880, 5242880, 3.60412, 2.46647, 1.58374e+07
connection-pod1_host1--pod2_host4, 5242880, 5242880, 2.67679, 2.77153, 1.40942e+07
