Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 36.2308
conn2, flow1_conn2, 22.6753
conn3, flow1_conn3, 14.9242
conn4, flow1_conn4, 20.8765
conn5, flow1_conn5, 16.8337
