Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.6075
conn2, flow1_conn2, 21.505
conn3, flow1_conn3, 20.3663
conn4, flow1_conn4, 21.5513
conn5, flow1_conn5, 20.3249
