Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.6265, 20.0257, 372051

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9538, 19.3726, 384593

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.7067, 21.0745, 353536

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 22.9071, 22.026, 338263

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.9799, 21.3397, 349141
