Flow id, Sent size (bytes), Delivered size (bytes), Overhead (%), Retransmit size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), FCT (ns)
flow-1, 1747500, 1747500, 0, 0, 1.15978, 0.845105, 1.54062e+07
flow-3, 1747500, 1747500, 0, 0, 1.21817, 0.844251, 1.54218e+07
flow-2, 1749000, 1749000, 0, 0, 1.10682, 0.843878, 1.54419e+07
