Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9474, 19.3664, 384717

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.149, 19.5621, 380868

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.7985, 21.1636, 352047

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.7568, 20.92, 356146

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.431, 20.8068, 358084
