Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.7897
conn2, flow1_conn2, 23.5845
conn3, flow1_conn3, 19.8019
conn4, flow1_conn4, 19.6075
conn5, flow1_conn5, 20.2019
