Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 21.5979
conn2, flow1_conn2, 19.7236
conn3, flow1_conn3, 20.2017
conn4, flow1_conn4, 19.3421
conn5, flow1_conn5, 21.5514
