Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.2613, 19.6712, 378757

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9538, 19.3726, 384593

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 24.4942, 23.7808, 313303

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.2726, 19.4929, 382221

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.265, 21.6165, 344671
