Connection id, Sent size (bytes), Delivered size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), CCT (ns)
connection-pod1_host1--pod2_host1, 5242880, 5242880, 3.73958, 2.46648, 1.58373e+07
connection-pod1_host1--pod2_host2, 5242880, 5242880, 3.82709, 2.46805, 1.58273e+07
connection-pod1_host1--pod2_host3, 5242880, 5242880, 4.32395, 2.52903, 1.54457e+07
connection-pod1_host1--pod2_host4, 5242880, 5242880, 2.67676, 2.77154, 1.40942e+07
