Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.8202, 22.1555, 336285

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 25.6096, 24.8637, 299657

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.9986, 20.387, 365458

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.1377, 20.3248, 366577

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9376, 19.3569, 384906
