Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.0558
conn2, flow1_conn2, 19.0558
conn3, flow1_conn3, 19.0558
conn4, flow1_conn4, 19.0558
conn5, flow1_conn5, 19.0558
