Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.2771, 21.6282, 344484

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9538, 19.3726, 384593

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.3755, 19.782, 376634

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.3112, 20.4915, 363593

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.9515, 20.3412, 366280
