Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.8984, 21.2606, 350440

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.0842, 22.4119, 332439

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.2149, 20.5969, 361732

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.1156, 19.342, 385203

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.4522, 19.8565, 375220
