Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9474, 19.3664, 384717

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.5288, 21.8726, 340635

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.9847, 21.3444, 349065

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 22.8566, 21.9775, 339010

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.8244, 20.2179, 368514
