Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.5155, 22.8306, 326343

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.8939, 20.2853, 367290

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.942, 19.3612, 384821

conn4_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.3386, 20.7171, 359634

conn5_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 21.9867, 21.1411, 352422
