Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.2652, 20.6459, 360875

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.0466, 21.4045, 348085

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 24.4941, 23.7807, 313304

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 22.8066, 21.9294, 339753

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9376, 19.3569, 384906
