Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 22.2291, 21.5817, 345227

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.5849, 20.9562, 355531

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.7067, 21.0744, 353537

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.3521, 19.5693, 380728

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9376, 19.3569, 384906
