Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.6848
conn2, flow1_conn2, 20.5759
conn3, flow1_conn3, 19.7626
conn4, flow1_conn4, 23.3643
conn5, flow1_conn5, 22.5732
