Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 21.834
conn2, flow1_conn2, 19.6848
conn3, flow1_conn3, 22.0261
conn4, flow1_conn4, 20.2427
conn5, flow1_conn5, 23.6963
