Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 22.075
conn2, flow1_conn2, 20.7467
conn3, flow1_conn3, 25.9065
conn4, flow1_conn4, 19.6078
conn5, flow1_conn5, 22.1239
