Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 256, 321798, 322816, 322560, 0.0793651, 256, 1, 1.09559, 1.09472, 2.19531e+06
conn1_flow2, 256, 318212, 318976, 318720, 0.0803213, 256, 1, 1.08275, 1.08188, 2.19493e+06
