Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 24.2149, 23.5096, 316917

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.149, 19.5621, 380868

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9416, 19.3607, 384829

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.352, 19.5692, 380730

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.6161, 20.0156, 372238
