Connection id, Sent size (bytes), Delivered size (bytes), Effective delivery rate (Gbps), Delivery rate (Gbps), CCT (ns)
connection-pod1_host1--pod2_host1, 5242880, 5242880, 3.73983, 2.46622, 1.5839e+07
connection-pod1_host1--pod2_host2, 5242880, 5242880, 3.77305, 2.46813, 1.58267e+07
connection-pod1_host1--pod2_host3, 5242880, 5242880, 4.38182, 2.52907, 1.54454e+07
connection-pod1_host1--pod2_host4, 5242880, 5242880, 2.67679, 2.77157, 1.4094e+07
