Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9474, 19.3664, 384717

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.0982, 20.4837, 363732

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.4159, 19.8213, 375888

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 20.3918, 19.6075, 379987

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 21.1667, 20.5502, 362554
