Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.5443, 19.9459, 373539

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9538, 19.3726, 384593

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.416, 19.8214, 375886

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 23.0593, 22.1724, 336029

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.3713, 19.778, 376711
