Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 20.6182
conn2, flow1_conn2, 20.8765
conn3, flow1_conn3, 21.4129
conn4, flow1_conn4, 19.607
conn5, flow1_conn5, 20.7038
