Conn id, Flow id, Throughput (Gbps)
conn1, flow1_conn1, 19.8409
conn2, flow1_conn2, 25.3159
conn3, flow1_conn3, 21.4131
conn4, flow1_conn4, 20.2837
conn5, flow1_conn5, 22.4214
